,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,603986.SH,20181228,62.3,63.02,60.52,62.32,62.3,0.02,0.0321,47706.22,294226.224
1,603986.SH,20181227,66.41,66.6,62.0,62.3,65.0,-2.7,-4.1538,57670.62,370673.877
2,603986.SH,20181226,66.8,67.68,64.9,65.0,66.8,-1.8,-2.6946,45374.06,299199.901
3,603986.SH,20181225,66.64,66.98,64.22,66.8,67.61,-0.81,-1.198,41495.45,272528.36
4,603986.SH,20181224,66.5,67.9,66.07,67.61,66.97,0.64,0.9557,25660.54,172662.734
5,603986.SH,20181221,67.95,68.06,65.47,66.97,68.11,-1.14,-1.6738,37150.4,247670.154
6,603986.SH,20181220,68.0,68.5,67.3,68.11,67.68,0.43,0.6353,26363.38,179005.776
7,603986.SH,20181219,68.69,69.19,67.31,67.68,68.5,-0.82,-1.1971,27741.05,189176.641
8,603986.SH,20181218,68.72,70.18,67.68,68.5,69.25,-0.75,-1.083,32588.41,224257.901
9,603986.SH,20181217,70.82,71.24,67.48,69.25,70.52,-1.27,-1.8009,47417.84,326311.147
10,603986.SH,20181214,72.9,73.43,70.18,70.52,72.82,-2.3,-3.1585,51276.98,369449.381
11,603986.SH,20181213,72.51,73.4,71.83,72.82,72.02,0.8,1.1108,49241.53,358387.202
12,603986.SH,20181212,77.77,77.99,72.0,72.02,77.13,-5.11,-6.6252,77529.73,574972.26
13,603986.SH,20181211,76.69,77.67,76.63,77.13,76.69,0.44,0.5737,24389.63,187935.187
14,603986.SH,20181210,76.08,77.27,75.68,76.69,76.51,0.18,0.2353,26133.88,199713.948
15,603986.SH,20181207,76.0,77.56,75.8,76.51,75.2,1.31,1.742,39639.41,304065.113
16,603986.SH,20181206,76.58,76.58,74.68,75.2,77.43,-2.23,-2.88,54394.31,410712.58
17,603986.SH,20181205,76.67,78.48,76.11,77.43,78.84,-1.41,-1.7884,43577.63,336779.794
18,603986.SH,20181204,79.0,80.25,78.55,78.84,79.46,-0.62,-0.7803,45471.54,360011.821
19,603986.SH,20181203,78.5,80.69,77.22,79.46,75.34,4.12,5.4685,90082.92,711596.345
20,603986.SH,20181130,73.0,76.17,72.39,75.34,73.9,1.44,1.9486,54158.88,400763.797
21,603986.SH,20181129,76.82,78.33,73.88,73.9,75.46,-1.56,-2.0673,73060.21,558640.844
22,603986.SH,20181128,73.96,76.3,73.5,75.46,73.96,1.5,2.0281,58250.61,436742.131
23,603986.SH,20181127,73.15,74.45,72.38,73.96,72.08,1.88,2.6082,52176.99,383871.107
24,603986.SH,20181126,73.0,74.26,71.58,72.08,72.82,-0.74,-1.0162,42292.38,306925.692
25,603986.SH,20181123,75.51,76.6,72.66,72.82,75.04,-2.22,-2.9584,74010.64,548596.358
26,603986.SH,20181122,78.13,78.78,74.65,75.04,76.96,-1.92,-2.4948,73062.25,556224.505
27,603986.SH,20181121,74.1,76.99,74.1,76.96,76.83,0.13,0.1692,64963.87,492226.889
28,603986.SH,20181120,79.33,79.55,76.37,76.83,80.05,-3.22,-4.0225,98831.02,768484.736
29,603986.SH,20181119,76.23,83.77,76.0,80.05,78.86,1.19,1.509,109747.21,879082.178
30,603986.SH,20181116,75.5,80.39,75.0,78.86,74.66,4.2,5.6255,124423.3,972031.978
31,603986.SH,20181115,74.0,76.01,73.0,74.66,73.99,0.67,0.9055,120851.37,899573.831
32,603986.SH,20181114,68.96,74.67,68.5,73.99,67.88,6.11,9.0012,172168.95,1250458.761
33,603986.SH,20181113,67.0,68.45,66.6,67.88,68.1,-0.22,-0.3231,69112.36,466495.162
34,603986.SH,20181112,66.11,68.4,66.05,68.1,66.11,1.99,3.0101,53995.2,363752.637
35,603986.SH,20181109,65.91,67.83,65.58,66.11,66.87,-0.76,-1.1365,45925.75,306187.047
36,603986.SH,20181108,69.8,69.9,66.58,66.87,68.63,-1.76,-2.5645,59106.16,400184.845
37,603986.SH,20181107,68.0,70.5,67.54,68.63,68.26,0.37,0.542,80119.18,554946.957
38,603986.SH,20181106,70.38,70.7,65.85,68.26,71.27,-3.01,-4.2234,93847.59,635757.736
39,603986.SH,20181105,72.14,73.51,69.68,71.27,73.18,-1.91,-2.61,85540.06,613174.46
40,603986.SH,20181102,69.69,74.0,68.79,73.18,67.47,5.71,8.463,113247.85,803328.892
41,603986.SH,20181101,71.0,71.5,63.45,67.47,68.94,-1.47,-2.1323,117148.43,795656.395
42,603986.SH,20181024,71.75,72.39,68.4,68.94,71.39,-2.45,-3.4319,60518.51,422031.691
43,603986.SH,20181023,75.2,75.44,70.58,71.39,76.04,-4.65,-6.1152,63519.38,464677.862
44,603986.SH,20181022,71.3,77.18,70.85,76.04,70.6,5.44,7.7054,78597.12,584137.561
45,603986.SH,20181019,67.26,71.3,65.49,70.6,69.24,1.36,1.9642,78164.24,535532.65
46,603986.SH,20181018,71.47,71.5,68.14,69.24,71.48,-2.24,-3.1337,37877.29,265281.97
47,603986.SH,20181017,72.0,72.5,68.51,71.48,69.3,2.18,3.1457,60218.01,428151.357
48,603986.SH,20181016,71.95,73.9,68.32,69.3,72.07,-2.77,-3.8435,47402.26,336618.978
49,603986.SH,20181015,71.2,74.3,71.14,72.07,71.65,0.42,0.5862,47901.31,348527.83
50,603986.SH,20181012,69.14,72.6,67.12,71.65,69.0,2.65,3.8406,66602.13,465304.083
51,603986.SH,20181011,70.0,73.3,67.78,69.0,75.23,-6.23,-8.2813,72268.35,510664.092
52,603986.SH,20181010,74.05,77.65,73.0,75.23,74.45,0.78,1.0477,57379.14,431567.811
53,603986.SH,20181009,77.11,78.75,72.39,74.45,79.86,-5.41,-6.7744,91680.72,687769.31
54,603986.SH,20181008,85.0,85.0,79.86,79.86,88.73,-8.87,-9.9966,50652.59,412041.609
55,603986.SH,20180928,88.77,89.32,86.5,88.73,88.5,0.23,0.2599,37350.95,328477.997
56,603986.SH,20180927,90.61,91.78,88.15,88.5,90.87,-2.37,-2.6081,39065.4,350559.632
57,603986.SH,20180926,89.05,92.5,88.58,90.87,89.5,1.37,1.5307,48600.55,439503.121
58,603986.SH,20180925,87.51,91.17,86.87,89.5,88.7,0.8,0.9019,48382.22,433666.843
59,603986.SH,20180921,89.49,89.58,84.5,88.7,88.96,-0.26,-0.2923,69889.6,607994.671
60,603986.SH,20180920,89.99,91.0,88.61,88.96,90.36,-1.4,-1.5494,36163.25,323770.168
61,603986.SH,20180919,86.88,92.85,85.44,90.36,87.2,3.16,3.6239,74439.58,665180.631
62,603986.SH,20180918,84.47,87.31,84.4,87.2,84.95,2.25,2.6486,43272.06,373181.09
63,603986.SH,20180917,87.07,87.87,84.8,84.95,87.81,-2.86,-3.257,42671.3,366507.532
64,603986.SH,20180914,90.9,91.1,87.0,87.81,89.91,-2.1,-2.3357,45966.92,406249.919
65,603986.SH,20180913,94.8,95.15,85.48,89.91,93.3,-3.39,-3.6334,80223.52,723055.889
66,603986.SH,20180912,92.77,94.99,91.5,93.3,92.78,0.52,0.5605,40831.64,381175.683
67,603986.SH,20180911,94.98,95.5,90.88,92.78,94.16,-1.38,-1.4656,62814.07,585273.441
68,603986.SH,20180910,101.66,101.66,92.92,94.16,102.58,-8.42,-8.2082,89898.71,869634.655
69,603986.SH,20180907,107.25,109.64,99.99,102.58,107.71,-5.13,-4.7628,68345.57,714226.213
70,603986.SH,20180906,106.79,110.09,105.3,107.71,107.6,0.11,0.1022,37821.32,408650.555
71,603986.SH,20180905,111.11,112.36,107.58,107.6,112.1,-4.5,-4.0143,42405.03,465025.578
72,603986.SH,20180904,110.07,113.47,108.05,112.1,110.0,2.1,1.9091,50046.43,554390.26
73,603986.SH,20180903,108.9,110.32,103.9,110.0,109.32,0.68,0.622,44439.71,474586.466
